,Body,Label
Did you know you could change the name of your ""Start"" menu?THIS IS ONLY A SAMPLE OF WHAT IS AVAILABLE TO YOU WITH THIS PROGRAM.During this special promotion we will be offering this amazing program for just $14.95 postage paid. This is less than half of the suggested retail price of $29.99All you will need to run this disk is a Windows based computer and an Internet browser (no need to be connected to the Internet). Sorry no Macintosh version available at this time.These are tips and tricks that computer technicians know and now you have all the information available for a low price of only $14.95 postage paid! Software and computer manufacturers don't want you to know these secrets, because they want you to buy their software and/or technology upgrades at very inflated prices.
This investment of only $14.95 truly outweighs the frustration of a poorly working good computer.Gain a better understanding of your computer by using these tips.ORDER TODAY FOR YOUR COPY OF THIS AMAZING PROGRAM FOR WINDOWS.Postage paid.
$14.95 US, $19.95 International (U.S dollars)(We accept Cash, Check or Money order)Make Checks payable to:
C Chute
PO Box 6337
Jacksonville, Fl. 32205-9998Please Print Clearly Your Return:Name  _______________________________________________________________l31__Address _______________________________________________________________       City, State, and Zip Code _____________________________________________E-mail Address_________________________________________________________   ........................................................................This program is fully guaranteed. If you are unhappy just return the disk within 30 days
And we will refund your money.Copyright 2001
C Chute
All Rights ReservedAll REMOVE requests AUTOMATICALLY honored upon receipt. PLEASE understand that any effort to disrupt, close or block this REMOVE account can only result in difficulties for others wanting to be removed from our master mailing list as it will be impossible to take anyone off the list if the remove instruction cannot be received. To be removed from our master mailing list please send an email to 2getoffmylist@start.com.au   and place remove in the subject.Thank you:
PLEASE FORWARD TO EVERYONE YOU KNOW!
ONE DAY THEY WILL THANK YOU!
This mailing is done by an independent marketing co.
We apologize if this message has reached you in error.
Save the Planet, Save the Trees!  Advertise With
E-mail.  No wasted paper!   Delete with 
One simple keystroke!  Less refuse in our Dumps!Make it a great day!------------------------------------------------------------------------------------------------------------",1
592,"
Have tax problems? Do you owe the IRS money? If your debt is
$10,000 US or more, we can help! Our licensed agents can help
you with both past and present tax debt. We have direct contacts
with the IRS, so once your application is processed we can help
you immediately without further delay.Also, as our client we can offer you other services and help with
other problems such as:- Tax Preparation
- Audits
- Seizures
- Bank Levies
- Asset Protection
- Audit Reconsideration
- Trust Fund Penalty Defense
- Penalty Appeals
- Penalty Abatement
- Wage Garnishments
.. and more!To receive FREE information on tax help, please fill out the
form below and return it to us. There are no obligations, and
supplied information is kept strictly confidential. Please note
that this offer only applies to US citizens. Application
processing may take up to 10 business days.**********Full Name: 
State: 
Phone Number: 
Time to Call: 
Estimated Tax Debt Size: **********Thank you for your time.Note: If you wish to receive no further advertisements regarding
this matter or any other, please reply to this e-mail with the
word REMOVE in the subject.
",1
593,"ARE YOU HAVING TROUBLE WITH YOUR COMPUTER?  THE PROBLEMS MAY NOT BE WITH YOUR COMPUTER?As part of a National Marketing Test, we are offering the most amazing Windows Tips. 
Over 60 ways to improve the performance of your computer. (GUARANTEED)
You will gain a better understanding of your computer and Windows 95 - 98SE operating system just by using these amazing tips and tricks.With this program and its information you will be able to: Increase your computer's resources (Are you at 96%?)
Search for hidden files
Keyboard Shortcuts
Restart your computer faster
Open programs faster
Find better ways to free up memory
New PnP devices
Find the hidden settings for Windows
How to make a Restart Icon
What to do when Windows won't start?
Memory issues
INI versus registry
Changing Logon and Logoff screens
Did you know you could change the name of your ""Start"" menu?THIS IS ONLY A SAMPLE OF WHAT IS AVAILABLE TO YOU WITH THIS PROGRAM.During this special promotion we will be offering this amazing program for just $14.95 postage paid. This is less than half of the suggested retail price of $29.99All you will need to run this disk is a Windows based computer and an Internet browser (no need to be connected to the Internet). Sorry no Macintosh version available at this time.These are tips and tricks that computer technicians know and now you have all the information available for a low price of only $14.95 postage paid! Software and computer manufacturers don't want you to know these secrets, because they want you to buy their software and/or technology upgrades at very inflated prices.
This investment of only $14.95 truly outweighs the frustration of a poorly working good computer.Gain a better understanding of your computer by using these tips.ORDER TODAY FOR YOUR COPY OF THIS AMAZING PROGRAM FOR WINDOWS.Postage paid.
$14.95 US, $19.95 International (U.S dollars)(We accept Cash, Check or Money order)Make Checks payable to:
C Chute
PO Box 6337
Jacksonville, Fl. 32205-9998Please Print Clearly Your Return:Name  _______________________________________________________________l31__Address _______________________________________________________________       City, State, and Zip Code _____________________________________________E-mail Address_________________________________________________________   ........................................................................This program is fully guaranteed. If you are unhappy just return the disk within 30 days
And we will refund your money.Copyright 2001
C Chute
All Rights ReservedAll REMOVE requests AUTOMATICALLY honored upon receipt. PLEASE understand that any effort to disrupt, close or block this REMOVE account can only result in difficulties for others wanting to be removed from our master mailing list as it will be impossible to take anyone off the list if the remove instruction cannot be received. To be removed from our master mailing list please send an email to 2getoffmylist@start.com.au   and place remove in the subject.Thank you:
PLEASE FORWARD TO EVERYONE YOU KNOW!
ONE DAY THEY WILL THANK YOU!
This mailing is done by an independent marketing co.
We apologize if this message has reached you in error.
Save the Planet, Save the Trees!  Advertise With
E-mail.  No wasted paper!   Delete with 
One simple keystroke!  Less refuse in our Dumps!Make it a great day!------------------------------------------------------------------------------------------------------------",1
594,"
Are you currently using a permission based Opt-in email list? Give us a 
try. We have double opt-in lists that out perform everyone. To prove 
it, we are offering a Special Promotion. We will send your message in
HTML or Text,  your choice of category, to a (permission based 
double opt-in) email list for you, for less than 6.5 cents per address!For Opt-in sales call Daniel: 1-949-453-8353CHOOSE YOUR CATEGORY.
Categories:
Automotive	
Business	
Careers	
Computer
Hardware
Computer Software	
Cooking, Food & Wine	
Education	
Electronics
Entertainment	
Family	
Fine Arts	
Games/Sweeps
Government	
Health	
Home & Garden	
Internet
Music	
News
Pets	
Real Estate	
Shopping		
Beauty
Toys	
Books	    
Golf	
Gambling
Politics	
Auctions    
Electronics
Investing & Finance
Manufacturing	
Sports & Recreation
Travel & Leisure
Religion 
Science & Technology
AND MUCH MORE!For Opt-in sales call Daniel at 1-949-453-8353
Try a 5,000 opt-in e-mail for Only $325.00 and start getting sales!
*************************************************************************************
Start getting the exposure your website needs and the buzz it deserves.
**************************************************************************************SPECIAL ORDER OPT-IN LIST NOW AVAILABLE*AD EXECUTIVES 
PROFILE:
Reach 100% Opt-in email advertising executives and sales management decision makers.  
These are the web's most sought after users who make significant purchase decisions for 
their companies and specifically for their marketing related activities.  They decide on media, 
email marketing, trade show participation, trade show booths, travel, incentives, promotions, 
sales training, sweepstakes prizes, web advertising, hotel convention space, presentation 
materials, presentation equipment, and much more.DEMOGRAPHICS/E-PROFILE
These are highly educated, sales & marketing oriented executives, some holding titles of CMO, 
VP Marketing, VP Sales, VP Sales & Marketing, Marketing Manager, Sales Manager, Media Manager, 
Account Supervisor, and others. CURRENT LIST USAGE: New to Market
CURRENT LIST COUNT: 16,000+
PRICE: $4,000
COMMENTS: Very powerful and Effective!!
CALL TO ORDER: 1-402-597-4111If you would like us to build a ""Custom"" Opt-in subscriber list for 
you, Call Mike at 1-402-597-4111Are you currently Marketing on the Internet? Give us a call. 
We have low cost tools to help you succeed.Would you like instant traffic? We can redirect traffic from our Search 
Engines to your WebSite instantly! Skip the hard to get ranked within 
a search engine game.Here's a deal!  Get 1,000,000 banner impressions for ONLY $1,500.
Full stat page for tracking. Call Mike at 1-402-597-4111Opt-in List Owners and Brokers Welcome. NO LIST TO SMALL.Opt-out -    Media2001USA@yahoo.com    Please put your email address within the subject line.
Are you currently using a permission based Opt-in email list? Give us a 
try. We have double opt-in lists that out perform everyone. To prove 
it, we are offering a Special Promotion. We will send your message in
HTML or Text,  your choice of category, to a (permission based 
double opt-in) email list for you, for less than 6.5 cents per address!For Opt-in sales call Daniel: 1-949-453-8353
",1
595,"
HOW TO SUBSTANTIALLY INCREASE SALES:Easily accept major credit cards right away!===========================================
Submit the following via email to receive more information.
Or vist our online submition
http://utenti.tripod.it/aha7666
NAME:
PHONENUMBER:
AND BEST TIME TO CALL:
===========================================Merchant Status will help you increase sales by an
incredible 50% to 100%. Stop losing valuable sales!With one phone call you can be:Accepting all major credit cards!
Accepting checks over the net or by Fax!
Accepting real time processing for member sites!
Gaining custumer loyalty and trust!Close the sale now. No more wondering if ""The check
is in the mail""We specialize in helping businesses who
are just starting out with no credit, poor credit, or
even if you have great credit.Almost everyone is approved!===========================================
Submit the following via email to receive more information.
NAME:
PHONENUMBER:
AND BEST TIME TO CALL:
===========================================To be taken off the list type remove in the subject line.",1
596,"
HOW TO SUBSTANTIALLY INCREASE SALES:Easily accept major credit cards right away!===========================================
Submit the following via email to receive more information.
Or vist our online submition
http://usuarios.tripod.es/aj222
NAME:
PHONENUMBER:
AND BEST TIME TO CALL:
===========================================Merchant Status will help you increase sales by an
incredible 50% to 100%. Stop losing valuable sales!With one phone call you can be:Accepting all major credit cards!
Accepting checks over the net or by Fax!
Accepting real time processing for member sites!
Gaining custumer loyalty and trust!Close the sale now. No more wondering if ""The check
is in the mail""We specialize in helping businesses who
are just starting out with no credit, poor credit, or
even if you have great credit.Almost everyone is approved!===========================================
Submit the following via email to receive more information.
NAME:
PHONENUMBER:
AND BEST TIME TO CALL:
===========================================To be taken off the list type remove in the subject line.",1
597,"
You have been specially selected to qualify for the following:Premium Vacation Package and Pentium PC Giveaway
To review the details of the please click on the link 
with the confirmation number below:http://www.1chn.net/wintripConfirmation Number#Lh340
Please confirm your entry within 24 hours of receipt of this confirmation.Wishing you a fun filled vacation!
If you should have any additional questions or cann't connect to the site 
do not hesitate to contact me direct:
mailto:vacation@btamail.net.cn?subject=Help!",1
598,"Hi jm@netnoteinc.com,Are you ready to hear the cold hard facts about
internet marketing?http://BulletProofMarketing.Does.ItThe TRUTH is sometimes hard to swallow
and is in VERY short supply on the internet!Now you can put this to an end and RETIRE in 6 months!* Want to make $5,000/mo. within 60 days using proven 
   methods that work? NO BULL!
* Tired of KILLING yourself promoting programs that pay 
   just once?
* Want to make MORE and MORE while you do LESS and LESS?
* Want to live worry free while THOUSANDS of other people 
   build YOUR business?
* Want to send out 20,000 TARGETED up-to-date emails DAILY?Click here when you're ready for some real money! http://BulletProofMarketing.Does.ItDon't be left behind... ACT NOW!Sincerely, NetProMarketing
Direct Consulting for the home-biz entrepreneurial type.AOL Members Click 
Here
_________________________________________________Disclaimer
=======
Thanks for reading this review - it'll be beneficial to your 
online marketing efforts! 
Anyways, should you, jm@netnoteinc.com, 
have received this message by mistake, just hit 'Reply' 
and put 'REMOVE' in the subject line.Enjoy your prosperity !
_________________________________________________
",1
599,"
 If you want a your own no hassle Credit Card Merchant Account
 with absolutely no setup fees. Read on... we have a 95% 
 approval rate! Good credit, bad credit, no credit -- no a problem!  This Means *You*, yes *YOU* can be accepting Credit Cards TODAY! including: Visa, MasterCard, American Express and Discover, Debit cards, 
 ATM and Check by fax!  Anyone is welcome: Internet Auctions!, Websites!, Retail stores, Home Business Anyone! If you would like to speak to someone right now, we would be more
 then happy to answer any questions you might have, please provide: Your Phone Number:  (  )   -
 Best time to call: You will also have the ability to accept E-checks over the Internet
 
 Did I mention that everything runs on the most secure servers in 
 the world! As well you have the ability to do all of this over 
 the phone for those customers who have yet to trust the security 
 on the Internet! You will never miss another sale! We can handle ANY business and client type! If you already have a merchant account we can lower your rates
 substantially with the most competitive rates in the industry and
 state of the art equipment and software. We will tailor a program
 to fit your budget and you wont pay a premium for this incredible
 service! Please help your business grow, you deserve it! How much longer can you accept checks? 
 Don't lose your customers to your competition! We are here to help, We can provide you with the information you 
 need to make a sound decision, please provide: Your Phone Number:  (  )   -
 Best time to call: (All information is kept securely and will never be shared with 
 a third party) If you wish to be removed from our mailing list, please reply to
 this email with the subject ""Remove"" and you will not receive
 future emails from our company.
",1
600,"
 If you want a your own no hassle Credit Card Merchant Account
 with absolutely no setup fees. Read on... we have a 95% 
 approval rate! Good credit, bad credit, no credit -- no a problem!  This Means *You*, yes *YOU* can be accepting Credit Cards TODAY! including: Visa, MasterCard, American Express and Discover, Debit cards, 
 ATM and Check by fax!  Anyone is welcome: Internet Auctions!, Websites!, Retail stores, Home Business Anyone! If you would like to speak to someone right now, we would be more
 then happy to answer any questions you might have, please provide: Your Phone Number:  (  )   -
 Best time to call: You will also have the ability to accept E-checks over the Internet
 
 Did I mention that everything runs on the most secure servers in 
 the world! As well you have the ability to do all of this over 
 the phone for those customers who have yet to trust the security 
 on the Internet! You will never miss another sale! We can handle ANY business and client type! If you already have a merchant account we can lower your rates
 substantially with the most competitive rates in the industry and
 state of the art equipment and software. We will tailor a program
 to fit your budget and you wont pay a premium for this incredible
 service! Please help your business grow, you deserve it! How much longer can you accept checks? 
 Don't lose your customers to your competition! We are here to help, We can provide you with the information you 
 need to make a sound decision, please provide: Your Phone Number:  (  )   -
 Best time to call: (All information is kept securely and will never be shared with 
 a third party) If you wish to be removed from our mailing list, please reply to
 this email with the subject ""Remove"" and you will not receive
 future emails from our company.
",1
601,"
We are Trans World Funding, providing immediate CASH for your business and personal needs.Visit us at http://www.tfund2000.,comWe pay cash for military, government or VA pensions.
We provide a health plan, including  dental, vision care, prescription drugs and chiropractic service.
Lack of working capital?  We can bring in cash...now.
We can guarantee credit approval for merchant accounts.
We provide cash even with bad or no credit to keep your business growing.
We pay cash for uncollectables.
Our investors specialize in collecting unpaid bills.
Get a lump sum of cash for structured settlements or annuities.
Cash in your lottery winnings... now.
We purchase commercial and residential mortgages, we pay top dollar!
We can purchase your life insurance policy for a lump sum of cash... now. To learn more about our company and all our services,  please visit us at:http://www.tfund2000.comTo be removed from our mailinf list send a blank email with the word remove in the subject line.
Thank you and have a great day!
",1
602,"
Free sports, Free xxx Movies, Free Pay perview.
Get All Satellite Channels Free !!Now your can program your satellite system to get all
channels free. This include Direct Tv, Dishnetwork 
and Gla. Our satellite programming packages comes with
everything your need to program your satellite system.
The software is ease as 1,2,3 to use and it takes less
that 5 minute to program your satellite system. There 
are company that will charge you up to $600 to do this
for you and everytime your card needs to be reset they 
charge you an extra $100.00 Now you can do it yourself for :
Only $99.00
Email us 
for order information.",1
603,"
New Page 1Take Control of Your Life Today
and Make the Money that you Deserve!Â Welcome to the last stop in your search for a true and total Money Making Opportunity. We have
studied Marketing for years and have finally come to where we are able to deliver to you the most complete package available today!Â If you are looking for unlimited income
potential then this is the chance for you. THIS IS A REAL BUSINESS, not Multi-Level-Marketing, Network Marketing or any other type of business that you have seen in the past. It is a complete state of the art system that comes complete with everything that you need to succeed. Â Â FIND OUT HOW TO CAPTURE THE MOST EXCITING OPPORTUNITY IN YEARS!Â CLICK HEREÂ Â Â 
AUTOMATED
REMOVAL INSTRUCTIONSThis
message is intended for individuals who have an interest in financial and money matters.Â  If this message has reached you in error, and you want to be removed from our mail agents database, CLICK HERE and TYPE YOUR EMAIL ADDRESS IN THE SUBJECT HEADER.Â  Your address will be automatically removed from our mail agents master database.
Thanks for your time :)
",1
604,"
We are Loan Specialists
Free Service to
Homeowners!Â 
Home Loans Available For Any Situation.Â Whether
your credit rating is A++ or you are ""credit challenged"",
we have many loan programs through hundreds of lenders.Â 
Second Mortgages - We can help you get up to 125% of your
homes value (ratios vary by state).Â 
Refinancing - Reduce your monthly payments and get
cash back.
Debt
Consolidation - Combine all your bills into one,
and save money every month.Â 
CLICK 
HERE For All Details And A Free Loan Quotation 
Today!We strongly oppose the 
use of SPAM email and do not want anyone who does not wish to receive 
ourÂ mailings to receive them. As a result, we have retained the 
services of an independent 3rd party toÂ administer our list management 
and remove list (http://www.removeyou.com/). This is not 
SPAM. If youÂ do not wish to receive further mailings, please click 
below and enter your email at the bottomÂ of the page. You may then 
rest-assured that you will never receive another email from usÂ again. 
http://www.removeyou.com/ The 21st 
Century Solution. I.D. # 023154
",1
605,empty,1
606,"
For a limited time, you can get a beautuful, 100% custom website (or yours redesigned) for $399 complete when you host with us for only @19.95/month. (100 megs, 20  Email POP accounts and more). Includes up to 6 pages (you can add more), feedback forms, more.We have plenty of references cost to coast.  Call 800-215-4490 (24 hours) for details and site addresses to see our beautiful custom work.To be removed from our list, Click here:  xxz7rem@mail.com?subject=Remove81TH
",1
607,empty,1
608,"
Are you in debt for $4,000 or more?Are you tired of being overwhelmed by your bills?Feeling as if is there nothing you can do about it?Do you have too many credit cards?We can help you get out of debt without another loan!
We make Debt a thing of the Past!
We offer hope and help to put you back on track with your finances!
We are here to help!You don't have to be a homeowner!
Your past credit history does not matter!
You have nothing to lose and everything to gain! For a FREE Consultation   Please provide the following information. Full Name: 
 Address: 
 City: 
 State: 
 Zip Code: 
 Home Phone:
 Work Phone: 
 Best Time to Call: 
 E-Mail Address: 
 Estimated Debt Size:  (All information is kept securely and never
  provided to any third party sources)To no longer receive this message reply with the word - remove - in the e-mail subject line.
",1
609,"
Are you in debt for $4,000 or more?Are you tired of being overwhelmed by your bills?Feeling as if is there nothing you can do about it?Do you have too many credit cards?We can help you get out of debt without another loan!
We make Debt a thing of the Past!
We offer hope and help to put you back on track with your finances!
We are here to help!You don't have to be a homeowner!
Your past credit history does not matter!
You have nothing to lose and everything to gain! For a FREE Consultation   Please provide the following information. Full Name: 
 Address: 
 City: 
 State: 
 Zip Code: 
 Home Phone:
 Work Phone: 
 Best Time to Call: 
 E-Mail Address: 
 Estimated Debt Size:  (All information is kept securely and never
  provided to any third party sources)To no longer receive this message reply with the word - remove - in the e-mail subject line.
",1
610,"
Recruiting all those wanting a career in entertainment!!
(acting, dancing, singing and modeling).World Star Talent Agency is actively pursuing new talent and 
fresh faces.  Our professional experience ranges from modeling, 
dancing, singing and acting.  We work for you to get your look
in front of Talent Agents, Casting Directors, Producers,
Modeling Agencies, Commercial Agencies, Print Agencies, 
Video Media, TV, Theatrical and Cinema Agents. We specialize and take pride in placing new talent. In fact,
agencies are often looking just for that - New and fresh looks
with little to no experience...... WE SPECIALIZE IN THIS!The following list represents some of the jobs we have helped
place our clients in:TV and Cinema:The Practice
Blow
Friends
Frazier
ER
Nash Bridges
Legally Blonde
Traffic
TV Commercials:Budweiser
Coca Cola
Mitsubishi
Castrol Oil 
AT&T
Ford
Print advertisements:    Polo
Tommy Hilfiger
Gap
Ballys
Guess
Nautica
Victoria's Secret
Este Lauder
Bebe
Music Videos:Limp Bizcut
Janet Jackson
Brittany Spears
Metallica
Jessica SimpsonAnd hundreds more....
Your one time investment of only $19.95 covers our expenses 
to put your photos and resume into our database. Once in our
database your face and resume will be accessible by over a thousand
Talent Agents, Casting Directors, Producers, Modeling Agencies,
Commercial Agencies, Print Agencies, Video Media, TV, Theatrical,
Cinema Agents and anyone else actively seeking new talent.  World Star Talent Agency is contracted to be paid by the 
Talent Agents that hire you. We get paid only when you are hired.WE DO NOT MAKE MONEY UNLESS YOU DO!!
What we need from you is:
 
1. Headshot (full body shot optional)
2. Your resume and or a brief story of yourself (bio). 
   Rest assured there is no entertainment experience necessary. 
   Just the desire to be in the entertainment industry.
3. Your complete mailing address, telephone number, e-mail and
   all other contact information you can give us.
4. A check or money order for $19.95 payable to:
   World Star Talent Agency Inc.
5. Put all of the above in an envelope and mail to:World Star Talent Agency Inc.
8491 Sunset Blvd. Suite 175
Hollywood, CA 90069
Why put it off today when you will be on your way to being a STAR tomorrow?Please no videos at this time.",1
611,"
TO BE REMOVED FROM FUTURE MAILINGS, SIMPLY REPLY TO
 THIS MESSAGE AND PUT ""REMOVE"" IN THE SUBJECT.
    99  MILLION
EMAIL ADDRESSES
  FOR ONLY $99
OR BETTER YET... DOUBLE THAT COUNT...
   200  MILLION
EMAIL ADDRESSES
  FOR ONLY $149 
       
  You want to make some money? 
  I can put you in touch with over 200 million people at virtually no cost.
  Can you make one cent from each of theses names?
If you can you have a profit of over $2,000,000.00   That's right, I have over 200 Million  Fresh  email 
addresses that I will sell for only $149. These are all 
fresh addresses that include almost every person 
on the Internet today, with no duplications. They are 
all sorted and ready to be mailed.  That is the best 
deal anywhere today!  Imagine selling a product for 
only $5 and getting only a 1% response.   That's  OVER
$10,000,000 IN YOUR POCKET !!! 
  Don't believe it? People are making that kind of 
money right now by doing the same thing, that is 
why you get so much email from people selling you 
their product....it works!  I will even tell you how to 
mail them with easy to follow step-by-step 
instructions I include with every order. 
I will send you a copy of every law concerning 
email. It is easy to obey the law and make a 
fortune. These 200 Million email addresses are     
yours to keep, so you can use them over and 
over. They come on a collection of several CDs.  
  This offer is not for everyone. If you can not 
see the just how excellent the risk / reward ratio 
in this offer is then there is nothing I can do 
for you.  To make money you must stop dreaming 
and TAKE ACTION.
SIX PACKAGES -   ECONOMY   (99 Million Addresses -
                                                            Addresses ONLY)
                                   ECONOMY  PLUS SPECIAL                                                            (99 Million Addresses -
                                                            AND a MASS MAILING PROGRAM)                                   BRONZE         (200 Million Addresses -
                                                          Addresses ONLY)                                   SILVER            (mailing software included)                                   GOLD             ( everything to make the Internet
                                                          your personal bank account)                                   PLATINUM    ( personal  UNLIMITED LIVE TECH 
                                                          support by phone - whenever you
                                                          need it***)                                 *** These programs are VERY EASY to use.
                                      Some people who are brand new to mailing
                                      like the confidence of LIVE TECH SUPPORT.
                                      It is not needed if you have basic computer skills 
                                                            PACKAGE DESCRIPTIONS BELOW;****************************************
THE ECONOMY MARKETING SETUP  (99,000,000 addresses ONLY)
99,000,000 email addresses on CD
These name are all in text files
ready to mail!!!
$99.00
If you need HIGH SPEED mailing software keep reading below.  
SEVERAL WAYS TO ORDER !!!
TO ORDER BY PHONE - CALL   530-343-9681
OTHER PACKAGES AND OTHER METHODS - SEE BELOW
****************************************THE ECONOMY PLUS SPECIAL  (99,000,000 addresses AND  MASS MAILING SOFTWARE)
99,000,000 email addresses on CD
These name are all in text files
ready to mail!!!PLUS... A MASS MAILING SOFTWARE PROGRAM
$149.00
SEVERAL WAYS TO ORDER !!!
TO ORDER BY PHONE - CALL   530-343-9681
OTHER PACKAGES AND OTHER METHODS - SEE BELOW
****************************************
THE BRONZE MARKETING SETUP  (addresses ONLY)
200,000,000 email addresses on CD
These name are all in text files
ready to mail!!!
$149.00If you need HIGH SPEED mailing software keep reading below.  
SEVERAL WAYS TO ORDER !!!
TO ORDER BY PHONE - CALL   530-343-9681
OTHER PACKAGES AND OTHER METHODS - SEE BELOW
****************************************
THE SILVER MARKETING SETUP
200,000,000 email addresses on CD
These name are all in text files
ready to mail!!!       AND
Several different email programs 
and tools  to help with your mailings
and list management.
$ 189.00
SEVERAL WAYS TO ORDER !!!
TO ORDER BY PHONE - CALL   530-343-9681
OTHER PACKAGES AND OTHER METHODS - SEE BELOW
****************************************
THE GOLD MARKETING SETUP
VIRTUALLY EVERYTHING!!
200,000,000 email addresses on CD
These name are all in text files
ready to mail!!!       AND
Several different email programs 
and tools  to help with your mailings
and list management.
             AND 
Over 500 different Business Reports
now being sold on the Internet for up to
$100 each. You get full rights to resell these
reports.
With this package you get the email addresses, 
the software to mail them AND ready to sell  
information products.
AND ...... 
 a collection of the 100 best money making
adds currently floating around on the Internet.
$ 249
SEVERAL WAYS TO ORDER !!!
TO ORDER BY PHONE - CALL   530-343-9681
OTHER METHODS - SEE BELOW
*************************************************************THE PLATINUM MARKETING SETUP
VIRTUALLY EVERYTHING!!
200,000,000 email addresses on CD
These name are all in text files
ready to mail!!!       AND
Several different email programs 
and tools  to help with your mailings
and list management.
             AND 
Over 500 different Business Reports
now being sold on the Internet for up to
$100 each. You get full rights to resell these
reports.
With this package you get the email addresses, 
the software to mail them AND ready to sell  
information products.
AND ...... 
 a collection of the 100 best money making
adds currently floating around on the Internet.AND.....LIVE TECH SUPPORT... WHENEVER YOU NEED IT...
FOR AS LONG AS YOU NEED IT!!!$339**********************************************************SEVERAL WAYS TO ORDER !!!
TO ORDER BY PHONE - CALL   530-343-9681
OTHER METHODS - SEE BELOW
IF YOU ORDER BY PHONE OR FAX WE WILL SHIP YOUR CD CONTAINING THE 200 (99) MILLION + NAMES WITHIN 12 HOURS OF YOUR ORDER!!!WE ACCEPT:  AMERICAN EXPRESS,  VISA & MASTERCARD
    TYPE OF CARD  AMX / VISA / MC??_______________
    EXPIRATION DATE   ___________________________
    NAME ON CREDIT CARD________________________
    CREDIT CARD #_______________________________
    BILLING ADDRESS ____________________________
    CITY_________________________________________
    STATE___________________ZIP__________________
    COUNTRY____________________________________
    PHONE INCLUDE AREA CODE___________________
   
    EMAIL ADDRESS______________________________ 
    WE WILL BILL selected amount to your account PLUS one of the 
following shipping costs:
     SHIPPING  COST OF $3.85 FIRST CLASS MAIL
     SHIPPING COST OF  $15.00  FEDERAL EXPRESS
     INTERNATIONAL SHIPPING CHARGE $25.00 
      + SALES TAX  added where required 
   1) FAX your order and a copy of your SIGNED check payable to 
Cyber FirePower!  for the appropriate amount to FAX # 530-343-1808.   2) Fax the same above requested credit card information to 
FAX # 530-343-1808. 
   
   3) Call phone # 530-343-9681.  This is a 24 hour phone 
number to place a CREDIT CARD order. This is an ORDER LINE
only.
ALL INFORMATION NECESSARY FOR YOU TO SUCCESSFULLY MAIL QUICKLY,
PROPERLY, & LEGALLY IS PROVIDED WITH YOUR ORDER.Copyright 2000, 2001
Please NOTE: This advertisement is NOT sponsored by ANY
Internet Service Provider. This is an advertisement that is produced and
sponsored by Cyber FirePower! for Cyber FirePower! to reach potential customers.ALSO TAKE NOTE: At the time of this mailing the return email address is a bonafide
legitimate return email address that was signed up for with the express purpose of
receiving all undeliverable emails as well as remove requests. On occasion the return
email address provided may become disrupted by the efforts of, what we define as,
Internet terrorists. If this is the case and you wish removal please call us.
If you fax a copy of your phone bill where you called us for removal we will 
reimburse you via PayPal.Congress shall make no law respecting an establishment of religion, or prohibiting the free
 exercise thereof, or abridging the freedom of speech or of the press; or the right of the
 people peaceably to assemble, and to petition the Government for a redress of grievances.         
    
Amendment I, The US Constitution
",1
612,"
                                                VIAGRA  the breakthrough medication for impotence
delivered to your mailbox.....without leaving your computer.Simply Click Here:http://host.1bulk-email-software.com/ch4/pharm/blueIn less than 5 minutes you can complete the on-line consultation and in
many cases have the medication in 24 Â hours.Simply Click Here:http://host.1bulk-email-software.com/ch4/pharm/blue
>From our website to your mailbox.
On-line consultation for treatment of compromised sexual function.Convenient...affordable....confidential.
We ship VIAGRA worldwide at US prices.To Order Visit:http://host.1bulk-email-software.com/ch4/pharm/blueThis is not a SPAM. You are receiving this because
you are on a list of email addresses that I have bought.
And you have opted to receive information about
business opportunities. If you did not opt in to receive
information on business opportunities then please accept 
our apology. To be REMOVED from this list simply reply 
with REMOVE as the subject. And you will NEVER receive 
another email from me.mailto:remove432@businessinfo-center.com",1
